"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:0009165","GO:0009165","nucleotide biosynthetic process","9/29","279/23174",3.78968654443189e-11,7.30282839508091e-10,3.62257376651242e-10,"Mpc1/Aldoa/Acly/Gapdh/Acss2/Pdha1/Mpc2/Gpd1/Acsl1",9,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","9/29","286/23174",4.72580742594309e-11,8.86710709130901e-10,4.39853544353706e-10,"Mpc1/Aldoa/Acly/Gapdh/Acss2/Pdha1/Mpc2/Gpd1/Acsl1",9,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006631","GO:0006631","fatty acid metabolic process","9/29","373/23174",4.96447263226186e-10,9.07607432513515e-09,4.50219380415651e-09,"Scd1/Fasn/Acly/Fabp5/Acaca/Acss2/Elovl6/Insig1/Acsl1",9,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","6/29","78/23174",5.33781817102096e-10,9.51466088984486e-09,4.71975501437643e-09,"Mpc1/Acly/Acss2/Pdha1/Mpc2/Acsl1",6,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046486","GO:0046486","glycerolipid metabolic process","8/29","322/23174",4.24185039619347e-09,7.3766812987462e-08,3.65920855743519e-08,"Scd1/Fabp5/Insig1/Gpd1/Agpat2/Chpt1/Thrsp/Acsl1",8,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0019318","GO:0019318","hexose metabolic process","7/29","224/23174",9.3496932159399e-09,1.58722172927742e-07,7.87342586605465e-08,"Rbp4/Aldoa/Fabp5/Gapdh/Pcx/Pdha1/Gpd1",7,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0005996","GO:0005996","monosaccharide metabolic process","7/29","254/23174",2.22281027203218e-08,3.6857295906022e-07,1.8283090609616e-07,"Rbp4/Aldoa/Fabp5/Gapdh/Pcx/Pdha1/Gpd1",7,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006006","GO:0006006","glucose metabolic process","6/29","195/23174",1.32881185173287e-07,2.1532792051944e-06,1.06813584254126e-06,"Rbp4/Fabp5/Gapdh/Pcx/Pdha1/Gpd1",6,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006086","GO:0006086","acetyl-CoA biosynthetic process from pyruvate","3/29","12/23174",3.84684945702914e-07,6.09511925080395e-06,3.02348869605097e-06,"Mpc1/Pdha1/Mpc2",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","5/29","141/23174",8.19873922072423e-07,1.27080457921226e-05,6.30383610563694e-06,"Fabp5/Agpat2/Chpt1/Thrsp/Acsl1",5,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006094","GO:0006094","gluconeogenesis","4/29","73/23174",2.02733106538135e-06,3.07550436088702e-05,1.52560635603165e-05,"Rbp4/Gapdh/Pcx/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0019319","GO:0019319","hexose biosynthetic process","4/29","76/23174",2.38351166841015e-06,3.54050795745091e-05,1.75627175567064e-05,"Rbp4/Gapdh/Pcx/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","4/29","82/23174",3.2326124284392e-06,4.70378094179011e-05,2.33331423406138e-05,"Rbp4/Gapdh/Pcx/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis","4/29","96/23174",6.06586873177407e-06,8.64992881150982e-05,4.29080398710755e-05,"Scd1/Fabp5/Elovl6/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006641","GO:0006641","triglyceride metabolic process","4/29","98/23174",6.58460876084334e-06,9.2055412676104e-05,4.56641598275204e-05,"Scd1/Insig1/Thrsp/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:1903825","GO:1903825","organic acid transmembrane transport","4/29","104/23174",8.33833474719474e-06,0.000112174201410374,5.56441007955796e-05,"Mpc1/Rbp4/Slc25a1/Mpc2",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","4/29","104/23174",8.33833474719474e-06,0.000112174201410374,5.56441007955796e-05,"Mpc1/Rbp4/Slc25a1/Mpc2",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006639","GO:0006639","acylglycerol metabolic process","4/29","121/23174",1.51812514192973e-05,0.000200448745591833,9.9432757833994e-05,"Scd1/Insig1/Thrsp/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006638","GO:0006638","neutral lipid metabolic process","4/29","123/23174",1.61954689615381e-05,0.00020995217035594,0.000104146939159365,"Scd1/Insig1/Thrsp/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0048871","GO:0048871","multicellular organismal homeostasis","6/29","485/23174",2.57063537102203e-05,0.00032729696777477,0.000162355918169813,"Scd1/Rbp4/Fabp5/Acaca/Elovl6/Acsl1",6,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0106106","GO:0106106","cold-induced thermogenesis","4/29","142/23174",2.84896553018653e-05,0.000350226279831551,0.000173730021441502,"Scd1/Fabp5/Elovl6/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","4/29","142/23174",2.84896553018653e-05,0.000350226279831551,0.000173730021441502,"Scd1/Fabp5/Elovl6/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046942","GO:0046942","carboxylic acid transport","5/29","301/23174",3.28820272059991e-05,0.000396982208230621,0.000196923336481123,"Mpc1/Rbp4/Slc25a1/Mpc2/Acsl1",5,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0015849","GO:0015849","organic acid transport","5/29","302/23174",3.34066374387619e-05,0.000396982208230621,0.000196923336481123,"Mpc1/Rbp4/Slc25a1/Mpc2/Acsl1",5,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0015718","GO:0015718","monocarboxylic acid transport","4/29","150/23174",3.53096580118311e-05,0.000412717805941567,0.000204728992096208,"Mpc1/Rbp4/Mpc2/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:1990845","GO:1990845","adaptive thermogenesis","4/29","155/23174",4.01374161248996e-05,0.000461580285436345,0.000228967263462925,"Scd1/Fabp5/Elovl6/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0008654","GO:0008654","phospholipid biosynthetic process","4/29","158/23174",4.32563669177417e-05,0.000489552216069045,0.000242842761643462,"Fabp5/Pcx/Agpat2/Chpt1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0019216","GO:0019216","regulation of lipid metabolic process","5/29","336/23174",5.54838403245605e-05,0.000616749616896963,0.000305939132320631,"Scd1/Fabp5/Pcx/Insig1/Thrsp",5,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","4/29","169/23174",5.6225420895235e-05,0.000616749616896963,0.000305939132320631,"Fabp5/Pcx/Insig1/Thrsp",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0001659","GO:0001659","temperature homeostasis","4/29","179/23174",7.02945021498567e-05,0.000759393636861331,0.000376697810563826,"Scd1/Fabp5/Elovl6/Acsl1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0098656","GO:0098656","anion transmembrane transport","4/29","180/23174",7.18300589626981e-05,0.000764400478214982,0.000379181458153442,"Mpc1/Rbp4/Slc25a1/Mpc2",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006107","GO:0006107","oxaloacetate metabolic process","2/29","11/23174",8.25845535355058e-05,0.000865923333394348,0.000429541950277554,"Acly/Pcx",2,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","5/29","372/23174",8.97205444815432e-05,0.000915437563385219,0.000454103522990232,"Aldoa/Gapdh/Uqcrq/Pdha1/Gpd1",5,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","4/29","191/23174",9.03793840872489e-05,0.000915437563385219,0.000454103522990232,"Rbp4/Gapdh/Pcx/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","3/29","70/23174",9.11585792431284e-05,0.000915437563385219,0.000454103522990232,"Tkt/Rbp4/Aldoa",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0042180","GO:0042180","cellular ketone metabolic process","4/29","193/23174",9.40932204590437e-05,0.000931784252601363,0.000462212311026881,"Aldoa/Fabp5/Insig1/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","3/29","73/23174",0.000103314181740492,0.00100908235042426,0.000500556093219978,"Mpc1/Slc25a1/Mpc2",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0015711","GO:0015711","organic anion transport","5/29","410/23174",0.000141538373745636,0.00136374135784646,0.000676484972667619,"Mpc1/Rbp4/Slc25a1/Mpc2/Acsl1",5,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006096","GO:0006096","glycolytic process","3/29","86/23174",0.000168150283371953,0.00157751515847635,0.000782527634528758,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","3/29","86/23174",0.000168150283371953,0.00157751515847635,0.000782527634528758,"Me1/Acly/Pcx",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006757","GO:0006757","ATP generation from ADP","3/29","87/23174",0.000174009358678014,0.00161128146412239,0.000799277436989921,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0042866","GO:0042866","pyruvate biosynthetic process","3/29","90/23174",0.000192378407240478,0.00175853595336489,0.00087232314214306,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046031","GO:0046031","ADP metabolic process","3/29","94/23174",0.000218766136807367,0.00197443361447662,0.000979419346665894,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046034","GO:0046034","ATP metabolic process","4/29","242/23174",0.000224378995975115,0.00199977780162821,0.000991991350626824,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006656","GO:0006656","phosphatidylcholine biosynthetic process","2/29","18/23174",0.000228489881951872,0.0020112751337245,0.000997694611251837,"Fabp5/Chpt1",2,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","3/29","99/23174",0.000254911881586919,0.00214045014817085,0.00106177197871913,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","3/29","99/23174",0.000254911881586919,0.00214045014817085,0.00106177197871913,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","3/29","99/23174",0.000254911881586919,0.00214045014817085,0.00106177197871913,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046184","GO:0046184","aldehyde biosynthetic process","2/29","19/23174",0.000255172878814196,0.00214045014817085,0.00106177197871913,"Tkt/Aldoa",2,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046939","GO:0046939","nucleotide phosphorylation","3/29","101/23174",0.000270385840328221,0.0022416872576049,0.00111199072644164,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process","3/29","102/23174",0.000278345423802325,0.00228115272610411,0.00113156760311653,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","3/29","103/23174",0.000286455049840773,0.00232093693791444,0.00115130259266148,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process","3/29","105/23174",0.000303129320565124,0.00242844051194307,0.00120462982507252,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","3/29","106/23174",0.000311696398877623,0.00246932813777494,0.00122491216401031,"Fabp5/Agpat2/Chpt1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","4/29","267/23174",0.00032614496864924,0.00252762350703161,0.00125382962775909,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","4/29","267/23174",0.00032614496864924,0.00252762350703161,0.00125382962775909,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","4/29","268/23174",0.000330800881167826,0.00253614008895333,0.00125805428491669,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0072525","GO:0072525","pyridine-containing compound biosynthetic process","3/29","109/23174",0.000338331908190689,0.00256275356644218,0.00127125592134727,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","4/29","271/23174",0.000345055178651402,0.00256275356644218,0.00127125592134727,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","4/29","271/23174",0.000345055178651402,0.00256275356644218,0.00127125592134727,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","4/29","276/23174",0.000369784733407316,0.00271810840123109,0.00134831980927681,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","4/29","280/23174",0.000390464242350013,0.00284082657954653,0.00140919425810531,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","3/29","117/23174",0.000416421093133029,0.00299907312529141,0.00148769258152789,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","4/29","293/23174",0.000463407021293787,0.0033040920618247,0.00163899746478645,"Aldoa/Gapdh/Uqcrq/Gpd1",4,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0006754","GO:0006754","ATP biosynthetic process","3/29","131/23174",0.000579282487782706,0.00404929817440264,0.00200865754277595,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0009166","GO:0009166","nucleotide catabolic process","3/29","131/23174",0.000579282487782706,0.00404929817440264,0.00200865754277595,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0016999","GO:0016999","antibiotic metabolic process","3/29","133/23174",0.000605415819464777,0.00419088814833385,0.00207889336065575,"Acly/Acss2/Pdha1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
"GO:0016052","GO:0016052","carbohydrate catabolic process","3/29","138/23174",0.000674019950675306,0.00462092523876436,0.00229221359743829,"Aldoa/Gapdh/Gpd1",3,"Adipose","Adipose_Adipocyte","Adipocyte","up"
