"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","9/50","154/23174",3.96492056910887e-11,3.24535689827074e-09,2.12661936868211e-09,"Me1/Tkt/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Ldha/Pgd",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","9/50","156/23174",4.45278065074788e-11,3.24535689827074e-09,2.12661936868211e-09,"Me1/Tkt/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Ldha/Pgd",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","10/50","226/23174",4.65669312113903e-11,3.24535689827074e-09,2.12661936868211e-09,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Atp5e/Acss2/Atp5k/Atp5j2",10,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","9/50","161/23174",5.91150055504853e-11,3.82558535919569e-09,2.50683181432133e-09,"Me1/Tkt/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Ldha/Pgd",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","10/50","234/23174",6.55695808858339e-11,3.96040268550437e-09,2.59517499084985e-09,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Atp5e/Acss2/Atp5k/Atp5j2",10,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","10/50","239/23174",8.07024314701708e-11,4.56977518199842e-09,2.99448495718266e-09,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Atp5e/Acss2/Atp5k/Atp5j2",10,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006733","GO:0006733","oxidoreduction coenzyme metabolic process","9/50","172/23174",1.06858306423241e-10,5.69491915408567e-09,3.73176995806241e-09,"Me1/Tkt/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Ldha/Pgd",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006090","GO:0006090","pyruvate metabolic process","8/50","114/23174",1.20843627215527e-10,6.08246256984818e-09,3.98571963447702e-09,"Me1/Aldoa/Mpc1/Mpc2/Pcx/Gapdh/Pdhb/Ldha",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006085","GO:0006085","acetyl-CoA biosynthetic process","5/50","17/23174",2.30969289441998e-10,1.10135882228658e-08,7.2169905399051e-09,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006790","GO:0006790","sulfur compound metabolic process","10/50","270/23174",2.66004267214646e-10,1.20499933048235e-08,7.89612666889791e-09,"Acly/Fasn/Comt/Acaca/Mpc1/Mpc2/Pdhb/Sult1a1/Acss2/Gpx4",10,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009165","GO:0009165","nucleotide biosynthetic process","10/50","279/23174",3.66016050375683e-10,1.57909781733509e-08,1.03475214241547e-08,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Atp5e/Acss2/Atp5k/Atp5j2",10,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006637","GO:0006637","acyl-CoA metabolic process","7/50","81/23174",4.32799091763345e-10,1.70485207451126e-08,1.11715646569577e-08,"Acly/Fasn/Acaca/Mpc1/Mpc2/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0035383","GO:0035383","thioester metabolic process","7/50","81/23174",4.32799091763345e-10,1.70485207451126e-08,1.11715646569577e-08,"Acly/Fasn/Acaca/Mpc1/Mpc2/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","10/50","286/23174",4.6565283521874e-10,1.75783945295074e-08,1.15187806606741e-08,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Atp5e/Acss2/Atp5k/Atp5j2",10,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0035384","GO:0035384","thioester biosynthetic process","5/50","24/23174",1.5685919578398e-09,5.23278939701104e-08,3.42894530023728e-08,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0071616","GO:0071616","acyl-CoA biosynthetic process","5/50","24/23174",1.5685919578398e-09,5.23278939701104e-08,3.42894530023728e-08,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0033865","GO:0033865","nucleoside bisphosphate metabolic process","7/50","98/23174",1.67495466350243e-09,5.23278939701104e-08,3.42894530023728e-08,"Acly/Fasn/Acaca/Mpc1/Mpc2/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0033875","GO:0033875","ribonucleoside bisphosphate metabolic process","7/50","98/23174",1.67495466350243e-09,5.23278939701104e-08,3.42894530023728e-08,"Acly/Fasn/Acaca/Mpc1/Mpc2/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0034032","GO:0034032","purine nucleoside bisphosphate metabolic process","7/50","98/23174",1.67495466350243e-09,5.23278939701104e-08,3.42894530023728e-08,"Acly/Fasn/Acaca/Mpc1/Mpc2/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0005996","GO:0005996","monosaccharide metabolic process","9/50","254/23174",3.355083846693e-09,1.01323532170129e-07,6.6395343492451e-08,"Aldoa/Fabp5/Pcx/Gapdh/Pdhb/Rbp4/Ldha/Pgd/Akr1b3",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","9/50","260/23174",4.11372567994947e-09,1.20226950517233e-07,7.87823865362139e-08,"Acly/Fasn/Elovl6/Acaca/Aldoa/Fabp5/Gapdh/Ldha/Acss2",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0033866","GO:0033866","nucleoside bisphosphate biosynthetic process","5/50","35/23174",1.17688726430919e-08,3.13605841607096e-07,2.05499819526434e-07,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0034030","GO:0034030","ribonucleoside bisphosphate biosynthetic process","5/50","35/23174",1.17688726430919e-08,3.13605841607096e-07,2.05499819526434e-07,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0034033","GO:0034033","purine nucleoside bisphosphate biosynthetic process","5/50","35/23174",1.17688726430919e-08,3.13605841607096e-07,2.05499819526434e-07,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0046034","GO:0046034","ATP metabolic process","8/50","242/23174",4.63325563853166e-08,1.19935131671705e-06,7.85911633122363e-07,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","9/50","358/23174",6.49969886815943e-08,1.62985273406627e-06,1.06801085397162e-06,"Acly/Fasn/Elovl6/Acaca/Aldoa/Fabp5/Gapdh/Ldha/Acss2",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0016053","GO:0016053","organic acid biosynthetic process","9/50","359/23174",6.65613147466357e-08,1.62985273406627e-06,1.06801085397162e-06,"Acly/Fasn/Elovl6/Acaca/Aldoa/Fabp5/Gapdh/Ldha/Acss2",9,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","8/50","267/23174",9.87790521083311e-08,2.29471336436277e-06,1.50368111711468e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","8/50","267/23174",9.87790521083311e-08,2.29471336436277e-06,1.50368111711468e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","8/50","268/23174",1.0165356517726e-07,2.30245325126494e-06,1.50875291473618e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","8/50","271/23174",1.10713167174961e-07,2.38824117763131e-06,1.56496807736035e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","8/50","271/23174",1.10713167174961e-07,2.38824117763131e-06,1.56496807736035e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","8/50","276/23174",1.27358193243379e-07,2.68340751345351e-06,1.75838484673845e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","8/50","280/23174",1.42181866731154e-07,2.92765389223695e-06,1.91843475685098e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009108","GO:0009108","coenzyme biosynthetic process","7/50","189/23174",1.59472571556361e-07,3.21071444066807e-06,2.10391883877866e-06,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","8/50","293/23174",2.01062613940209e-07,3.96005930934412e-06,2.59494998311849e-06,"Aldoa/Gapdh/Atp5e/Ldha/Atp5k/Cox7c/Uqcrq/Atp5j2",8,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006633","GO:0006633","fatty acid biosynthetic process","6/50","134/23174",4.3069369989535e-07,8.30230834266355e-06,5.44034147236231e-06,"Acly/Fasn/Elovl6/Acaca/Fabp5/Acss2",6,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0019318","GO:0019318","hexose metabolic process","7/50","224/23174",5.03650398505043e-07,9.50640127178268e-06,6.22936019203605e-06,"Aldoa/Fabp5/Pcx/Gapdh/Pdhb/Rbp4/Ldha",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","5/50","78/23174",7.13870225079973e-07,1.31993147739277e-05,8.64925471418055e-06,"Acly/Mpc1/Mpc2/Pdhb/Acss2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0051188","GO:0051188","cofactor biosynthetic process","7/50","246/23174",9.44231633228146e-07,1.7109477194094e-05,1.12115082345405e-05,"Acly/Aldoa/Mpc1/Mpc2/Gapdh/Pdhb/Acss2",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0002181","GO:0002181","cytoplasmic translation","5/50","92/23174",1.62566420683397e-06,2.88794464978741e-05,1.89241406120611e-05,"Rpl36/Rpl39/Rps28/Rpl15/Rpsa",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006086","GO:0006086","acetyl-CoA biosynthetic process from pyruvate","3/50","12/23174",2.05085080994267e-06,3.57321314193857e-05,2.34145720001551e-05,"Mpc1/Mpc2/Pdhb",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006006","GO:0006006","glucose metabolic process","6/50","195/23174",3.8382859826294e-06,6.56129641558913e-05,4.29949015730483e-05,"Fabp5/Pcx/Gapdh/Pdhb/Rbp4/Ldha",6,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006754","GO:0006754","ATP biosynthetic process","5/50","131/23174",9.23631533000057e-06,0.000154964846092232,0.000101545455090065,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0016052","GO:0016052","carbohydrate catabolic process","5/50","138/23174",1.18943357823895e-05,0.000195932149433544,0.000128390533612779,"Aldoa/Gapdh/Ldha/Pgd/Pygl",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0000028","GO:0000028","ribosomal small subunit assembly","3/50","21/23174",1.2229747612722e-05,0.000197859845305823,0.000129653715292767,"Rps27/Rps28/Rpsa",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","5/50","141/23174",1.32013163460332e-05,0.00020983144928958,0.000137498474961453,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","5/50","142/23174",1.36610020407967e-05,0.000213394273257962,0.000139833124337737,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","7/50","372/23174",1.43165705426198e-05,0.000217110420879064,0.000142268243726957,"Aldoa/Gapdh/Pdhb/Ldha/Cox7c/Pygl/Uqcrq",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006631","GO:0006631","fatty acid metabolic process","7/50","373/23174",1.45665965367999e-05,0.000217110420879064,0.000142268243726957,"Acly/Fasn/Elovl6/Acaca/Fabp5/Acss2/C3",7,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","5/50","144/23174",1.46178097942857e-05,0.000217110420879064,0.000142268243726957,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","4/50","70/23174",1.58277067057214e-05,0.000231288746377154,0.000151559025161746,"Tkt/Aldoa/Rbp4/Pgd",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","5/50","152/23174",1.89796780715389e-05,0.000268681067700222,0.000176061487374143,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","5/50","152/23174",1.89796780715389e-05,0.000268681067700222,0.000176061487374143,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","5/50","155/23174",2.08538567670024e-05,0.000290670680475449,0.000190470853709949,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","5/50","156/23174",2.150956863863e-05,0.000295267714948467,0.000193483201151313,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","5/50","162/23174",2.57881933887076e-05,0.000348717958360732,0.000228508107953355,"Aldoa/Gapdh/Atp5e/Atp5k/Atp5j2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","4/50","82/23174",2.96236045950761e-05,0.000394690967104985,0.000258633328043698,"Pcx/Gapdh/Rbp4/Pgd",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006739","GO:0006739","NADP metabolic process","3/50","34/23174",5.39480655295605e-05,0.000708361556083794,0.000464175575265784,"Me1/Tkt/Pgd",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","5/50","191/23174",5.65967952407722e-05,0.000732524235544852,0.000480008910011963,"Pcx/Gapdh/Rbp4/Pgd/Akr1b3",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:1903825","GO:1903825","organic acid transmembrane transport","4/50","104/23174",7.52089838461292e-05,0.000946379713397125,0.000620144252766328,"Mpc1/Slc25a1/Mpc2/Rbp4",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","4/50","104/23174",7.52089838461292e-05,0.000946379713397125,0.000620144252766328,"Mpc1/Slc25a1/Mpc2/Rbp4",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0016999","GO:0016999","antibiotic metabolic process","4/50","133/23174",0.000194613083694077,0.00241533498392924,0.00158272212261658,"Acly/Pdhb/Acss2/Akr1b3",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","5/50","251/23174",0.000203893001182854,0.00249631160907656,0.00163578453296059,"Pdhb/Ldha/Cox7c/Pygl/Uqcrq",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006584","GO:0006584","catecholamine metabolic process","3/50","55/23174",0.000229096820650404,0.00273107525670087,0.00178962059344637,"Comt/Sult1a1/Akr1b3",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0009712","GO:0009712","catechol-containing compound metabolic process","3/50","55/23174",0.000229096820650404,0.00273107525670087,0.00178962059344637,"Comt/Sult1a1/Akr1b3",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","4/50","141/23174",0.00024337393824795,0.00286359465003432,0.00187645797910928,"Thrsp/Fabp5/C3/Agpat2",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006107","GO:0006107","oxaloacetate metabolic process","2/50","11/23174",0.000247826112493745,0.00287859561435042,0.00188628781979045,"Acly/Pcx",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006098","GO:0006098","pentose-phosphate shunt","2/50","12/23174",0.000296981164830505,0.00340588525742326,0.00223181048586815,"Tkt/Pgd",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0015718","GO:0015718","monocarboxylic acid transport","4/50","150/23174",0.000308109669070901,0.00348934200222795,0.00228649807047353,"Mpc1/Mpc2/Rbp4/Plin2",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","3/50","65/23174",0.000375694007570422,0.00420220704763953,0.00275362469486313,"Rps27/Rps28/Rpsa",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0046942","GO:0046942","carboxylic acid transport","5/50","301/23174",0.000469585893505807,0.00518835145751538,0.00339982598122304,"Mpc1/Slc25a1/Mpc2/Rbp4/Plin2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0015849","GO:0015849","organic acid transport","5/50","302/23174",0.000476721427361197,0.00519236902637757,0.00340245861609963,"Mpc1/Slc25a1/Mpc2/Rbp4/Plin2",5,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","4/50","169/23174",0.000483971805228179,0.00519236902637757,0.00340245861609963,"Thrsp/Fabp5/Pcx/C3",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0042255","GO:0042255","ribosome assembly","3/50","71/23174",0.000487142789450434,0.00519236902637757,0.00340245861609963,"Rps27/Rps28/Rpsa",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0006094","GO:0006094","gluconeogenesis","3/50","73/23174",0.000528504083427544,0.00550373217914201,0.003606488845168,"Pcx/Gapdh/Rbp4",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","3/50","73/23174",0.000528504083427544,0.00550373217914201,0.003606488845168,"Mpc1/Slc25a1/Mpc2",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0019682","GO:0019682","glyceraldehyde-3-phosphate metabolic process","2/50","16/23174",0.000536994018949919,0.00552859751327985,0.00362278261588223,"Tkt/Pgd",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0019319","GO:0019319","hexose biosynthetic process","3/50","76/23174",0.000594658089769292,0.00605348572281999,0.00396673166918842,"Pcx/Gapdh/Rbp4",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0008210","GO:0008210","estrogen metabolic process","2/50","17/23174",0.000607754427091536,0.0061073720386392,0.00400204232577264,"Comt/Sult1a1",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0098656","GO:0098656","anion transmembrane transport","4/50","180/23174",0.000613433615360008,0.0061073720386392,0.00400204232577264,"Mpc1/Slc25a1/Mpc2/Rbp4",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0051156","GO:0051156","glucose 6-phosphate metabolic process","2/50","18/23174",0.000682781521003903,0.00672391367423409,0.00440605008977347,"Tkt/Pgd",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0046184","GO:0046184","aldehyde biosynthetic process","2/50","19/23174",0.00076205730151635,0.00742391306638508,0.00486474610136074,"Tkt/Aldoa",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0042180","GO:0042180","cellular ketone metabolic process","4/50","193/23174",0.000796112714227166,0.00767317147967886,0.0050280803003821,"Comt/Aldoa/Fabp5/Akr1b3",4,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","3/50","86/23174",0.000852669725596862,0.00813177654095534,0.00532859529348067,"Acly/Me1/Pcx",3,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0010866","GO:0010866","regulation of triglyceride biosynthetic process","2/50","21/23174",0.000933283201097626,0.00880786021035885,0.00577161979626164,"Thrsp/C3",2,"Adipose","Adipose_Adipocyte","Adipocyte","down"
"GO:0060537","GO:0060537","muscle tissue development","11/61","471/23174",3.64272793925262e-08,3.1219256122511e-05,2.10034276383063e-05,"Meg3/Tgfbr2/Igfbp5/Eln/Pi16/Csrp2/Sema3c/Gja1/Col14a1/Wnt2/Atf3",11,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0030198","GO:0030198","extracellular matrix organization","9/61","273/23174",3.88981297686799e-08,3.1219256122511e-05,2.10034276383063e-05,"Lum/Postn/Mmp2/Sfrp2/Eln/Col14a1/Aebp1/Fbln1/Ptx3",9,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0001503","GO:0001503","ossification","10/61","381/23174",5.48668824648699e-08,3.1219256122511e-05,2.10034276383063e-05,"Mmp2/Igfbp5/Sfrp2/Rpl38/Gja1/Osr2/Gpc3/Myoc/Ext1/Zbtb16",10,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0043062","GO:0043062","extracellular structure organization","9/61","317/23174",1.39079991620543e-07,5.93523864240669e-05,3.99305975942139e-05,"Lum/Postn/Mmp2/Sfrp2/Eln/Col14a1/Aebp1/Fbln1/Ptx3",9,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
