"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:0045444","GO:0045444","fat cell differentiation","6/36","238/23174",1.65813643194684e-06,0.000311152352305958,0.000208125243253256,"Sult1e1/Sfrp1/Gdf10/Nr4a3/Gpx1/Arl4a",6,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","4/36","56/23174",1.70028607817463e-06,0.000311152352305958,0.000208125243253256,"Hp/Cyba/Gpx1/Gpx3",4,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:00427371","GO:0042737","drug catabolic process","5/36","152/23174",3.63603474779669e-06,0.000582220063990945,0.000389438458514014,"Sult1e1/Hp/Ace/Gpx1/Gpx3",5,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","3/36","27/23174",9.81508315453076e-06,0.00139701350232821,0.00093444183482901,"Igfbp4/Sfrp1/Nr4a3",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","3/36","30/23174",1.35801017987418e-05,0.00173961104041882,0.00116360030149219,"Hp/Gpx1/Gpx3",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0001558","GO:0001558","regulation of cell growth","6/36","429/23174",4.72838793258276e-05,0.00550642267421683,0.0036831653369592,"Serpine2/Igfbp4/Cyba/Sfrp1/Igfbp7/Gas1",6,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","3/36","52/23174",7.22058722068425e-05,0.00753391775474225,0.00503932704906544,"Hspb1/Nr4a3/Gpx1",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:1900408","GO:1900408","negative regulation of cellular response to oxidative stress","3/36","53/23174",7.64566204618651e-05,0.00753391775474225,0.00503932704906544,"Hspb1/Nr4a3/Gpx1",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","3/36","56/23174",9.01821182048649e-05,0.00825166381574514,0.00551941685855339,"Hspb1/Nr4a3/Gpx1",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0051187","GO:0051187","cofactor catabolic process","3/36","59/23174",0.000105424420720886,0.00900324552956367,0.00602213883977552,"Hp/Gpx1/Gpx3",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","down"
"GO:0006959","GO:0006959","humoral immune response","9/45","355/23174",2.28887067834846e-08,3.36006215581554e-05,1.9563820955989e-05,"Jchain/Pf4/Rgcc/C1qa/C3/Cfh/Rarres2/C1qb/Cxcl10",9,"Adipose","Adipose_B_cell","B_cell","down"
"GO:00712761","GO:0071276","cellular response to cadmium ion","4/45","23/23174",1.06903755056789e-07,7.84673562116829e-05,4.5687289003217e-05,"Jun/Mt1/Gsn/Mt2",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0071248","GO:0071248","cellular response to metal ion","6/45","154/23174",5.13596937930215e-07,0.00022808227715379,0.000132799949124392,"Jun/Mt1/Trf/Gsn/Mt2/Fabp4",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0046686","GO:0046686","response to cadmium ion","4/45","35/23174",6.21477594424495e-07,0.00022808227715379,0.000132799949124392,"Jun/Mt1/Gsn/Mt2",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0072376","GO:0072376","protein activation cascade","6/45","200/23174",2.35905787832217e-06,0.00069261939307539,0.000403274736252127,"Rgcc/C1qa/C3/Cfh/F13a1/C1qb",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1901342","GO:1901342","regulation of vasculature development","7/45","340/23174",3.86708579821114e-06,0.000758791161483794,0.000441802970833817,"Pf4/Xbp1/Rgcc/Egr1/C3/Dcn/Cxcl10",7,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0071621","GO:0071621","granulocyte chemotaxis","5/45","123/23174",4.00115540964202e-06,0.000758791161483794,0.000441802970833817,"Pf4/Ccl6/Rarres2/Cxcl10/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0006898","GO:0006898","receptor-mediated endocytosis","6/45","223/23174",4.41941420243889e-06,0.000758791161483794,0.000441802970833817,"Trf/C3/Dab2/Mrc1/Fcer1g/Ifitm3",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0071241","GO:0071241","cellular response to inorganic substance","6/45","225/23174",4.65198940964179e-06,0.000758791161483794,0.000441802970833817,"Jun/Mt1/Trf/Gsn/Mt2/Fabp4",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0097530","GO:0097530","granulocyte migration","5/45","146/23174",9.24151621379298e-06,0.00135665458018481,0.0007899064384842,"Pf4/Ccl6/Rarres2/Cxcl10/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0010038","GO:0010038","response to metal ion","6/45","269/23174",1.288937527117e-05,0.00172014571800705,0.00100154762872632,"Jun/Mt1/Trf/Gsn/Mt2/Fabp4",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0001819","GO:0001819","positive regulation of cytokine production","7/45","445/23174",2.21872914324469e-05,0.00263729581571951,0.00153555442590294,"Pf4/Prg2/Xbp1/Rgcc/Egr1/C3/Fcer1g",7,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0051604","GO:0051604","protein maturation","6/45","301/23174",2.43010500171371e-05,0.00263729581571951,0.00153555442590294,"Prdx4/Gsn/Spcs1/Sec11c/C3/Cfh",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0045765","GO:0045765","regulation of angiogenesis","6/45","307/23174",2.7146593708265e-05,0.00263729581571951,0.00153555442590294,"Pf4/Xbp1/Rgcc/C3/Dcn/Cxcl10",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","6/45","313/23174",3.02547477841505e-05,0.00263729581571951,0.00153555442590294,"C1qa/Fabp4/C3/Rarres2/Cxcl10/Fcer1g",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0006956","GO:0006956","complement activation","5/45","187/23174",3.04942285712196e-05,0.00263729581571951,0.00153555442590294,"Rgcc/C1qa/C3/Cfh/C1qb",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0045862","GO:0045862","positive regulation of proteolysis","6/45","321/23174",3.48382811838398e-05,0.00263729581571951,0.00153555442590294,"Gsn/Xbp1/Edem1/C3/Dab2/Herpud1",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0046596","GO:0046596","regulation of viral entry into host cell","3/45","33/23174",3.58386450820063e-05,0.00263729581571951,0.00153555442590294,"Gsn/Lgals1/Ifitm3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","3/45","33/23174",3.58386450820063e-05,0.00263729581571951,0.00153555442590294,"Xbp1/Edem1/Herpud1",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","6/45","323/23174",3.60671896777977e-05,0.00263729581571951,0.00153555442590294,"Jun/Trf/Xbp1/C3/Dab2/Ccl6",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0030593","GO:0030593","neutrophil chemotaxis","4/45","100/23174",4.24539374089474e-05,0.00263729581571951,0.00153555442590294,"Pf4/Ccl6/Cxcl10/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0010035","GO:0010035","response to inorganic substance","7/45","493/23174",4.25987549137092e-05,0.00263729581571951,0.00153555442590294,"Selenop/Jun/Mt1/Trf/Gsn/Mt2/Fabp4",7,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0019835","GO:0019835","cytolysis","3/45","35/23174",4.28753134450386e-05,0.00263729581571951,0.00153555442590294,"Pf4/Cfh/Lyz2",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","4/45","101/23174",4.41421845657856e-05,0.00263729581571951,0.00153555442590294,"Xbp1/Edem1/Dab2/Herpud1",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","6/45","338/23174",4.64385543055882e-05,0.00263729581571951,0.00153555442590294,"Pf4/Egr1/Ccl6/Cxcl10/Fcer1g/Ifitm3",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1904037","GO:1904037","positive regulation of epithelial cell apoptotic process","3/45","36/23174",4.67095989160131e-05,0.00263729581571951,0.00153555442590294,"Gsn/Xbp1/Rgcc",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0097529","GO:0097529","myeloid leukocyte migration","5/45","207/23174",4.95049587303737e-05,0.00269160294134032,0.00156717452199078,"Pf4/Ccl6/Rarres2/Cxcl10/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0030595","GO:0030595","leukocyte chemotaxis","5/45","211/23174",5.42144105131113e-05,0.00284238409404455,0.0016549662156634,"Pf4/Ccl6/Rarres2/Cxcl10/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0016525","GO:0016525","negative regulation of angiogenesis","4/45","112/23174",6.61120603998336e-05,0.00334663809196399,0.00194856599073194,"Pf4/Rgcc/Dcn/Cxcl10",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","4/45","114/23174",7.08300611313444e-05,0.00346595099136045,0.0020180354259176,"Xbp1/Edem1/Dab2/Herpud1",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0019730","GO:0019730","antimicrobial humoral response","4/45","115/23174",7.32788944467341e-05,0.00347011022734857,0.00202045712362472,"Jchain/Pf4/Rarres2/Cxcl10",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","4/45","116/23174",7.5788850740592e-05,0.00347681352772466,0.00202436009215002,"Pf4/Rgcc/Dcn/Cxcl10",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0042176","GO:0042176","regulation of protein catabolic process","6/45","376/23174",8.36754167008701e-05,0.00361364587486848,0.00210403015229687,"Xbp1/Edem1/Dab2/Cst3/Herpud1/Timp2",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1990266","GO:1990266","neutrophil migration","4/45","119/23174",8.36947954669812e-05,0.00361364587486848,0.00210403015229687,"Pf4/Ccl6/Cxcl10/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0016485","GO:0016485","protein processing","5/45","239/23174",9.76454486822881e-05,0.0040955291047314,0.0023846046415043,"Gsn/Spcs1/Sec11c/C3/Cfh",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1901343","GO:1901343","negative regulation of vasculature development","4/45","128/23174",0.00011101944710615,0.00452712634310633,0.00263590032310508,"Pf4/Rgcc/Dcn/Cxcl10",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:00170011","GO:0017001","antibiotic catabolic process","3/45","49/23174",0.00011842092686015,0.00469843028731622,0.00273564132604386,"Sult1e1/Prdx4/Gpx3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","4/45","133/23174",0.000128729616984665,0.00497302836140757,0.00289552490281295,"Xbp1/Edem1/Dab2/Herpud1",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0034341","GO:0034341","response to interferon-gamma","4/45","137/23174",0.000144305654840197,0.00543181285398483,0.00316265024912927,"Gsn/Ccl6/Mrc1/Ifitm3",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0046718","GO:0046718","viral entry into host cell","3/45","53/23174",0.000149756564001256,0.00549606589884609,0.00320006131497421,"Gsn/Lgals1/Ifitm3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0042742","GO:0042742","defense response to bacterium","6/45","425/23174",0.000163316162463238,0.00581077414871722,0.00338329887333887,"Jchain/Prg2/Rarres2/Adamts5/Lyz2/Fcer1g",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0050729","GO:0050729","positive regulation of inflammatory response","4/45","143/23174",0.000170168004657969,0.00581077414871722,0.00338329887333887,"C1qa/Fabp4/C3/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0030260","GO:0030260","entry into host cell","3/45","57/23174",0.000186039771791355,0.00581077414871722,0.00338329887333887,"Gsn/Lgals1/Ifitm3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0044409","GO:0044409","entry into host","3/45","57/23174",0.000186039771791355,0.00581077414871722,0.00338329887333887,"Gsn/Lgals1/Ifitm3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","3/45","57/23174",0.000186039771791355,0.00581077414871722,0.00338329887333887,"Trf/C3/Dab2",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0051806","GO:0051806","entry into cell of other organism involved in symbiotic interaction","3/45","57/23174",0.000186039771791355,0.00581077414871722,0.00338329887333887,"Gsn/Lgals1/Ifitm3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0051828","GO:0051828","entry into other organism involved in symbiotic interaction","3/45","57/23174",0.000186039771791355,0.00581077414871722,0.00338329887333887,"Gsn/Lgals1/Ifitm3",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0097278","GO:0097278","complement-dependent cytotoxicity","2/45","11/23174",0.000200543461391983,0.00613328752757146,0.00357108093531337,"C3/Cfh",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","3/45","60/23174",0.00021669288671371,0.00649194199379032,0.00377990599380305,"Pf4/Ccl6/Cxcl10",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0045600","GO:0045600","positive regulation of fat cell differentiation","3/45","61/23174",0.00022759233087694,0.00653408881421637,0.0038044458032007,"Sult1e1/Xbp1/Rarres2",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0007596","GO:0007596","blood coagulation","4/45","156/23174",0.00023746841405367,0.00653408881421637,0.0038044458032007,"Pf4/C3/F13a1/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0006957","GO:0006957","complement activation, alternative pathway","2/45","12/23174",0.000240354765645561,0.00653408881421637,0.0038044458032007,"C3/Cfh",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0042268","GO:0042268","regulation of cytolysis","2/45","12/23174",0.000240354765645561,0.00653408881421637,0.0038044458032007,"Pf4/Cfh",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0071294","GO:0071294","cellular response to zinc ion","2/45","12/23174",0.000240354765645561,0.00653408881421637,0.0038044458032007,"Mt1/Mt2",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0007599","GO:0007599","hemostasis","4/45","158/23174",0.000249301386516554,0.00659716578352369,0.00384117210398769,"Pf4/C3/F13a1/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0050817","GO:0050817","coagulation","4/45","159/23174",0.000255374348907637,0.00659716578352369,0.00384117210398769,"Pf4/C3/F13a1/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","5/45","294/23174",0.0002561569820578,0.00659716578352369,0.00384117210398769,"Pf4/Jun/Xbp1/Tmem176a/Tmem176b",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0060326","GO:0060326","cell chemotaxis","5/45","299/23174",0.000276856577149602,0.00694130713030513,0.00404154695956386,"Pf4/Ccl6/Rarres2/Cxcl10/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0006465","GO:0006465","signal peptide processing","2/45","13/23174",0.000283704651102389,0.00694130713030513,0.00404154695956386,"Spcs1/Sec11c",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0045346","GO:0045346","regulation of MHC class II biosynthetic process","2/45","13/23174",0.000283704651102389,0.00694130713030513,0.00404154695956386,"Pf4/Xbp1",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0002673","GO:0002673","regulation of acute inflammatory response","3/45","67/23174",0.000300485909642973,0.00723136582550629,0.00421043241812069,"C3/Cfh/Fcer1g",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","5/45","306/23174",0.000307945327763617,0.00729135066382241,0.00424535833860878,"Jun/Xbp1/C3/Dab2/Ccl6",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0002885","GO:0002885","positive regulation of hypersensitivity","2/45","14/23174",0.000330579838111739,0.00746601849766204,0.00434705795217379,"C3/Fcer1g",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0045342","GO:0045342","MHC class II biosynthetic process","2/45","14/23174",0.000330579838111739,0.00746601849766204,0.00434705795217379,"Pf4/Xbp1",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1904294","GO:1904294","positive regulation of ERAD pathway","2/45","14/23174",0.000330579838111739,0.00746601849766204,0.00434705795217379,"Edem1/Herpud1",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1990868","GO:1990868","response to chemokine","3/45","70/23174",0.000341965485365392,0.00749261690322978,0.00436254476224192,"Pf4/Ccl6/Cxcl10",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1990869","GO:1990869","cellular response to chemokine","3/45","70/23174",0.000341965485365392,0.00749261690322978,0.00436254476224192,"Pf4/Ccl6/Cxcl10",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0045807","GO:0045807","positive regulation of endocytosis","4/45","173/23174",0.000351998081165575,0.00759901739928036,0.00442449600474376,"Trf/C3/Dab2/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0009611","GO:0009611","response to wounding","6/45","495/23174",0.000370269765084356,0.00787689687669913,0.00458629016483558,"Pf4/Jun/Xbp1/C3/F13a1/Fcer1g",6,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","4/45","176/23174",0.000375689494911808,0.00787689687669913,0.00458629016483558,"Xbp1/Edem1/Dab2/Herpud1",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0071280","GO:0071280","cellular response to copper ion","2/45","15/23174",0.000380967083273596,0.00787689687669913,0.00458629016483558,"Mt1/Mt2",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","3/45","74/23174",0.0004027721328882,0.00821207626499829,0.00478144695767863,"Xbp1/Edem1/Herpud1",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0050792","GO:0050792","regulation of viral process","4/45","180/23174",0.000409026758002281,0.00822536001023765,0.00478918136262224,"Jun/Gsn/Lgals1/Ifitm3",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0002866","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus","2/45","16/23174",0.000434853179352942,0.00839953246434368,0.00489059254341536,"C3/Fcer1g",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0016322","GO:0016322","neuron remodeling","2/45","16/23174",0.000434853179352942,0.00839953246434368,0.00489059254341536,"C1qa/C3",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0030449","GO:0030449","regulation of complement activation","2/45","16/23174",0.000434853179352942,0.00839953246434368,0.00489059254341536,"C3/Cfh",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0043901","GO:0043901","negative regulation of multi-organism process","4/45","185/23174",0.000453610130341804,0.00864804767976322,0.0050352894851339,"Jun/Prdx4/Gsn/Ifitm3",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0001820","GO:0001820","serotonin secretion","2/45","17/23174",0.000492224955194223,0.00892060076441985,0.00519398237538285,"Xbp1/Fcer1g",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0002883","GO:0002883","regulation of hypersensitivity","2/45","17/23174",0.000492224955194223,0.00892060076441985,0.00519398237538285,"C3/Fcer1g",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0010566","GO:0010566","regulation of ketone biosynthetic process","2/45","17/23174",0.000492224955194223,0.00892060076441985,0.00519398237538285,"Egr1/Dab2",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:2000257","GO:2000257","regulation of protein activation cascade","2/45","17/23174",0.000492224955194223,0.00892060076441985,0.00519398237538285,"C3/Cfh",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0050900","GO:0050900","leukocyte migration","5/45","340/23174",0.000498289688475768,0.00892060076441985,0.00519398237538285,"Pf4/Ccl6/Rarres2/Cxcl10/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0070613","GO:0070613","regulation of protein processing","3/45","80/23174",0.000506353981437057,0.00894318988932781,0.00520713479860475,"Gsn/C3/Cfh",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0050878","GO:0050878","regulation of body fluid levels","5/45","342/23174",0.000511735661242191,0.00894318988932781,0.00520713479860475,"Pf4/Xbp1/C3/F13a1/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1903317","GO:1903317","regulation of protein maturation","3/45","82/23174",0.000544321000446255,0.00922620109810949,0.00537191688775628,"Gsn/C3/Cfh",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0002524","GO:0002524","hypersensitivity","2/45","18/23174",0.000553069275635991,0.00922620109810949,0.00537191688775628,"C3/Fcer1g",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0006700","GO:0006700","C21-steroid hormone biosynthetic process","2/45","18/23174",0.000553069275635991,0.00922620109810949,0.00537191688775628,"Egr1/Dab2",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0010832","GO:0010832","negative regulation of myotube differentiation","2/45","18/23174",0.000553069275635991,0.00922620109810949,0.00537191688775628,"Xbp1/Cxcl10",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0071674","GO:0071674","mononuclear cell migration","3/45","83/23174",0.000563968815032913,0.00930231708391367,0.00541623510120314,"Ccl6/Rarres2/Cxcl10",3,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","5/45","351/23174",0.00057565946907318,0.00938964556221586,0.00546708174137335,"Xbp1/Edem1/Dcn/Dab2/Herpud1",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","5/45","355/23174",0.000605923383991219,0.00947488019847073,0.00551670925079466,"Jun/Trf/Xbp1/Egr1/Dab2",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0044403","GO:0044403","symbiont process","5/45","355/23174",0.000605923383991219,0.00947488019847073,0.00551670925079466,"Pf4/Jun/Gsn/Lgals1/Ifitm3",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0050727","GO:0050727","regulation of inflammatory response","5/45","356/23174",0.000613672875836603,0.00947488019847073,0.00551670925079466,"C1qa/Fabp4/C3/Cfh/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0046886","GO:0046886","positive regulation of hormone biosynthetic process","2/45","19/23174",0.000617373041425754,0.00947488019847073,0.00551670925079466,"Egr1/Dab2",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/45","19/23174",0.000617373041425754,0.00947488019847073,0.00551670925079466,"Xbp1/Herpud1",2,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0032388","GO:0032388","positive regulation of intracellular transport","4/45","201/23174",0.000619610694177922,0.00947488019847073,0.00551670925079466,"Xbp1/Edem1/Dab2/Fcer1g",4,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0032496","GO:0032496","response to lipopolysaccharide","5/45","358/23174",0.000629395289788759,0.00952528129288555,0.00554605507659764,"Pf4/Jun/Xbp1/Mrc1/Cxcl10",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:0042060","GO:0042060","wound healing","5/45","360/23174",0.00064541868782376,0.00966810850740081,0.00562921562312452,"Pf4/Xbp1/C3/F13a1/Fcer1g",5,"Adipose","Adipose_B_cell","B_cell","down"
"GO:19900001","GO:1990000","amyloid fibril formation","2/4","15/23174",2.34456543174765e-06,0.00125903163684849,0.000212244870663472,"Apoe/Gsn",2,"Adipose","Adipose_cDC1","cDC1","down"
"GO:00507271","GO:0050727","regulation of inflammatory response","3/4","356/23174",1.42168715445364e-05,0.00381723000970803,0.000643500501489543,"Apoe/C1qa/Fabp4",3,"Adipose","Adipose_cDC1","cDC1","down"
