"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","Cell_type","change"
"129","GO:01201611","GO:0120161","regulation of cold-induced thermogenesis","4/46","142/23174",0.000180558698001726,0.00649225477206397,0.00383732591920215,"Adamts5/Aldh1a1/Fabp4/Gadd45g",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"130","GO:00506731","GO:0050673","epithelial cell proliferation","6/46","424/23174",0.000182597225215633,0.00649225477206397,0.00383732591920215,"Ecm1/Igf1/Cyba/Bmper/Egfr/Osr1",6,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"131","GO:0001935","GO:0001935","endothelial cell proliferation","4/46","143/23174",0.000185486243298765,0.00649225477206397,0.00383732591920215,"Ecm1/Igf1/Cyba/Bmper",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"132","GO:0010634","GO:0010634","positive regulation of epithelial cell migration","4/46","143/23174",0.000185486243298765,0.00649225477206397,0.00383732591920215,"Plpp3/Igf1/Agt/Hspb1",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"133","GO:0050729","GO:0050729","positive regulation of inflammatory response","4/46","143/23174",0.000185486243298765,0.00649225477206397,0.00383732591920215,"Ace/Fabp4/Lbp/Egfr",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"134","GO:0072073","GO:0072073","kidney epithelium development","4/46","143/23174",0.000185486243298765,0.00649225477206397,0.00383732591920215,"Agt/Lamb2/Bmper/Osr1",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"135","GO:0010038","GO:0010038","response to metal ion","5/46","269/23174",0.000188633238981764,0.00649225477206397,0.00383732591920215,"Cp/Trf/Fabp4/Egfr/Mt2",5,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"136","GO:00015581","GO:0001558","regulation of cell growth","6/46","429/23174",0.000194536823138329,0.00649225477206397,0.00383732591920215,"Serpine2/Igf1/Cyba/Agt/Map1b/Egfr",6,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"137","GO:0051924","GO:0051924","regulation of calcium ion transport","5/46","271/23174",0.00019522909374714,0.00649225477206397,0.00383732591920215,"Igf1/Cyba/Agt/Ace/Dbi",5,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"138","GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","4/46","148/23174",0.000211592671503445,0.00669203614084525,0.00395540912011054,"Scn7a/Agt/Ace/C7",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"139","GO:0045860","GO:0045860","positive regulation of protein kinase activity","6/46","437/23174",0.000214917837621636,0.00669203614084525,0.00395540912011054,"Igf1/Agt/Trf/Ace/Gadd45g/Egfr",6,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"140","GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","5/46","279/23174",0.000223391705327654,0.00669203614084525,0.00395540912011054,"Igf1/Agt/Trf/Gadd45g/Egfr",5,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"141","GO:0001822","GO:0001822","kidney development","5/46","281/23174",0.000230892870613095,0.00669203614084525,0.00395540912011054,"Agt/Ace/Lamb2/Bmper/Osr1",5,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"142","GO:00427372","GO:0042737","drug catabolic process","4/46","152/23174",0.000234308223661633,0.00669203614084525,0.00395540912011054,"Sult1e1/Hp/Ace/Sat1",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"143","GO:0042698","GO:0042698","ovulation cycle","3/46","61/23174",0.000243015559395735,0.00669203614084525,0.00395540912011054,"Agt/Egfr/Ptx3",3,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"144","GO:0048286","GO:0048286","lung alveolus development","3/46","61/23174",0.000243015559395735,0.00669203614084525,0.00395540912011054,"Igf1/Ace/Man2a1",3,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"145","GO:0150076","GO:0150076","neuroinflammatory response","3/46","61/23174",0.000243015559395735,0.00669203614084525,0.00395540912011054,"Igf1/Agt/Egfr",3,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"146","GO:1903428","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","3/46","61/23174",0.000243015559395735,0.00669203614084525,0.00395540912011054,"Cyba/Agt/Ptx3",3,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"147","GO:0071248","GO:0071248","cellular response to metal ion","4/46","154/23174",0.000246301264711572,0.00669203614084525,0.00395540912011054,"Trf/Fabp4/Egfr/Mt2",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"148","GO:0048608","GO:0048608","reproductive structure development","6/46","449/23174",0.000248617472174722,0.00669203614084525,0.00395540912011054,"Serpine2/Igf1/Agt/Egfr/Osr1/Ptx3",6,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"149","GO:0002016","GO:0002016","regulation of blood volume by renin-angiotensin","2/46","12/23174",0.000251207699699681,0.00669203614084525,0.00395540912011054,"Cyba/Agt",2,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"150","GO:1903789","GO:1903789","regulation of amino acid transmembrane transport","2/46","12/23174",0.000251207699699681,0.00669203614084525,0.00395540912011054,"Agt/Osr1",2,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"151","GO:19908451","GO:1990845","adaptive thermogenesis","4/46","155/23174",0.000252460630791865,0.00669203614084525,0.00395540912011054,"Adamts5/Aldh1a1/Fabp4/Gadd45g",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"152","GO:0061458","GO:0061458","reproductive system development","6/46","453/23174",0.000260732175332667,0.00681255926690639,0.00402664577543833,"Serpine2/Igf1/Agt/Egfr/Osr1/Ptx3",6,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"153","GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","4/46","157/23174",0.000265110842576661,0.00682940466299596,0.00403660245109312,"Serpine2/Igf1/Agt/Egfr",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"154","GO:0032680","GO:0032680","regulation of tumor necrosis factor production","4/46","160/23174",0.000284932307726338,0.00713892042234893,0.00421954549437561,"Igf1/Cyba/Lbp/Hspb1",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"155","GO:0048017","GO:0048017","inositol lipid-mediated signaling","4/46","160/23174",0.000284932307726338,0.00713892042234893,0.00421954549437561,"Serpine2/Igf1/Agt/Egfr",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"156","GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","4/46","162/23174",0.00029872434940569,0.007359251299904,0.00434977473166321,"Igf1/Cyba/Lbp/Hspb1",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"157","GO:0032640","GO:0032640","tumor necrosis factor production","4/46","163/23174",0.000305797210930948,0.007359251299904,0.00434977473166321,"Igf1/Cyba/Lbp/Hspb1",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"158","GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","4/46","163/23174",0.000305797210930948,0.007359251299904,0.00434977473166321,"Igf1/Cyba/Agt/Egfr",4,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
"159","GO:0006801","GO:0006801","superoxide metabolic process","3/46","67/23174",0.0003207870959663,0.00754553065689737,0.00445987740475589,"Cyba/Agt/Egfr",3,"Adipose","Adipose_Preadipocyte_1","Preadipocyte_1","Positive"
