"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:0006790","GO:0006790","sulfur compound metabolic process","7/90","270/23174",8.83791155484963e-05,0.00689357101278271,0.00487790697395736,"Sult1e1/Papss2/Dpep1/Acaa2/Gpx1/Chst1/Bgn",7,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0071276","GO:0071276","cellular response to cadmium ion","3/90","23/23174",9.48263121609255e-05,0.00715785711150212,0.00506491643562431,"Egfr/Mt1/Mt2",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0001889","GO:0001889","liver development","5/90","121/23174",0.000110137302007113,0.00761600325549306,0.00538910171879918,"Hp/Tgfbr3/Man2a1/Cebpb/Hes1",5,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0042542","GO:0042542","response to hydrogen peroxide","5/90","121/23174",0.000110137302007113,0.00761600325549306,0.00538910171879918,"Hp/Gpx1/Nr4a3/Txn1/Cryab",5,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0030308","GO:0030308","negative regulation of cell growth","6/90","194/23174",0.000110659876361865,0.00761600325549306,0.00538910171879918,"Serpine2/Sfrp1/Sema3e/Cdkn1a/Cryab/Gas1",6,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0061008","GO:0061008","hepaticobiliary system development","5/90","124/23174",0.000123606827941744,0.00826399935381948,0.00584762527375531,"Hp/Tgfbr3/Man2a1/Cebpb/Hes1",5,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0010035","GO:0010035","response to inorganic substance","9/90","493/23174",0.000127400309903991,0.0082810201437594,0.0058596692245315,"Hp/Egfr/Mt1/Atp2b4/Gpx1/Mt2/Nr4a3/Txn1/Cryab",9,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0000302","GO:0000302","response to reactive oxygen species","6/90","201/23174",0.000134320772305894,0.00832798026033996,0.00589289831287213,"Hp/Egfr/Gpx1/Nr4a3/Txn1/Cryab",6,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:2000378","GO:2000378","negative regulation of reactive oxygen species metabolic process","4/90","67/23174",0.000135240705082444,0.00832798026033996,0.00589289831287213,"Hp/Atp2b4/Tspo/Cryab",4,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0009895","GO:0009895","negative regulation of catabolic process","7/90","292/23174",0.000143616930287787,0.0086170158172672,0.00609742054906042,"Serpine2/Hp/Egfr/Atp2b4/Tspo/Irak3/Ier3",7,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","3/90","27/23174",0.000154865158334579,0.00883864562202229,0.00625424631733741,"Igfbp4/Sfrp1/Nr4a3",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0051354","GO:0051354","negative regulation of oxidoreductase activity","3/90","27/23174",0.000154865158334579,0.00883864562202229,0.00625424631733741,"Hp/Atp2b4/Nfkb1",3,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0016999","GO:0016999","antibiotic metabolic process","5/90","133/23174",0.00017168489831947,0.00956530147779902,0.0067684297006648,"Sult1e1/Hp/Cyba/Dpep1/Gpx1",5,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0072001","GO:0072001","renal system development","7/90","302/23174",0.000176626075888864,0.00961174459488234,0.00680129295895183,"Ace/Vcan/Sfrp1/Lamb2/Bmper/Hes1/Col4a1",7,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0002181","GO:0002181","cytoplasmic translation","5/32","92/23174",1.63459390383596e-07,0.000107392819482022,7.46751320278742e-05,"Rplp0/Rpl36/Rpl6/Rpl15/Rpl29",5,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","3/32","14/23174",8.61592253966396e-07,0.000283033055427961,0.000196805809590219,"Cd74/H2-Ab1/H2-Eb1",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","3/32","19/23174",2.28289358654624e-06,0.000440721718766688,0.000306453938868449,"Cd74/H2-Ab1/H2-Eb1",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","3/32","20/23174",2.68323725276522e-06,0.000440721718766688,0.000306453938868449,"Cd74/H2-Ab1/H2-Eb1",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","4/32","80/23174",4.3985670616497e-06,0.000577971711900771,0.000401890127317046,"Rplp0/Rpl6/Rpl14/Rpl10",4,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","3/32","25/23174",5.3882023453475e-06,0.000590008156815551,0.000410259617172073,"Cd74/H2-Ab1/H2-Eb1",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","3/32","31/23174",1.04712938218452e-05,0.000982805720136042,0.000683389702057265,"Cd74/H2-Ab1/H2-Eb1",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0019882","GO:0019882","antigen processing and presentation","4/32","109/23174",1.50443097975638e-05,0.00123551394212493,0.000859109270018775,"Cd74/H2-Ab1/H2-Eb1/Psmb8",4,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0000027","GO:0000027","ribosomal large subunit assembly","3/32","37/23174",1.79989296539633e-05,0.00131392186473932,0.000913629879511117,"Rplp0/Rpl6/Rpl10",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0002579","GO:0002579","positive regulation of antigen processing and presentation","2/32","11/23174",0.000100813122263306,0.00617391335007864,0.00429300391561985,"Cd74/H2-Ab1",2,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","4/32","182/23174",0.000111446428426184,0.00617391335007864,0.00429300391561985,"Cd74/H2-Ab1/Cd37/Lgals3",4,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","3/32","68/23174",0.000112765540640706,0.00617391335007864,0.00429300391561985,"Cd74/H2-Ab1/H2-Eb1",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0042255","GO:0042255","ribosome assembly","3/32","71/23174",0.000128242804556134,0.00648119404564462,0.00450667021679046,"Rplp0/Rpl6/Rpl10",3,"Adipose","Adipose_cDC1","cDC1","up"
"GO:0050866","GO:0050866","negative regulation of cell activation","4/32","203/23174",0.000169610245668202,0.00795956652885777,0.00553465012180449,"Cd74/H2-Ab1/Cd37/Lgals3",4,"Adipose","Adipose_cDC1","cDC1","up"
"GO:00021811","GO:0002181","cytoplasmic translation","4/18","92/23174",6.82025445848125e-07,0.000537436051328323,0.000292194059431776,"Rpl15/Rplp0/Rpl36/Rpl29",4,"Adipose","Adipose_DC","DC","up"
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","5/18","412/23174",1.22717535730303e-05,0.00483507090777394,0.00262873879169649,"Ubb/Rps3/Rps7/Traf1/Il1b",5,"Adipose","Adipose_DC","DC","up"
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","3/18","68/23174",1.91056135033716e-05,0.00501840781355229,0.0027284156827622,"Ubb/Rps3/Rps7",3,"Adipose","Adipose_DC","DC","up"
"GO:0051923","GO:0051923","sulfation","1/1","15/23174",0.000647277120911505,0.00802623629930036,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0008210","GO:0008210","estrogen metabolic process","1/1","17/23174",0.00073358073703278,0.00802623629930036,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0042447","GO:0042447","hormone catabolic process","1/1","18/23174",0.000776732545093584,0.00802623629930036,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0006706","GO:0006706","steroid catabolic process","1/1","24/23174",0.00103564339345819,0.00802623629930094,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0046164","GO:0046164","alcohol catabolic process","1/1","41/23174",0.00176922413049108,0.00906667433809937,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0017001","GO:0017001","antibiotic catabolic process","1/1","49/23174",0.00211443859497729,0.00906667433809937,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","1/1","56/23174",0.00241650125140247,0.00906667433809937,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0034308","GO:0034308","primary alcohol metabolic process","1/1","59/23174",0.00254595667558477,0.00906667433809937,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0045600","GO:0045600","positive regulation of fat cell differentiation","1/1","61/23174",0.00263226029170627,0.00906667433809937,NA,"Sult1e1",1,"Adipose","Adipose_EC_Lym","EC_Lym","up"
"GO:0010876","GO:0010876","lipid localization","7/42","366/23174",3.88015899651272e-06,0.00273094619012551,0.00188715932687676,"Fabp4/Gpihbp1/Anxa2/Plin2/Pparg/Retn/Lpl",7,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0006631","GO:0006631","fatty acid metabolic process","7/42","373/23174",4.39412098169833e-06,0.00273094619012551,0.00188715932687676,"Fabp4/Ech1/Cyp2e1/Pparg/Fabp5/Dbi/Lpl",7,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0006869","GO:0006869","lipid transport","6/42","328/23174",2.62246727720327e-05,0.00865000233566473,0.00597739078282798,"Fabp4/Gpihbp1/Anxa2/Plin2/Pparg/Retn",6,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0055090","GO:0055090","acylglycerol homeostasis","3/42","35/23174",3.4794860561805e-05,0.00865000233566473,0.00597739078282798,"Gpihbp1/Angptl4/Lpl",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0070328","GO:0070328","triglyceride homeostasis","3/42","35/23174",3.4794860561805e-05,0.00865000233566473,0.00597739078282798,"Gpihbp1/Angptl4/Lpl",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:00170011","GO:0017001","antibiotic catabolic process","4/37","49/23174",1.10653926276122e-06,0.000899616420624871,0.000682560008397973,"Hp/Sult1e1/Hbb-bt/Hba-a1",4,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0042737","GO:0042737","drug catabolic process","5/37","152/23174",4.18201790396101e-06,0.00169999027796015,0.00128982236406376,"Hp/Cyp2e1/Sult1e1/Hbb-bt/Hba-a1",5,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","3/37","30/23174",1.47654409993932e-05,0.00400143451083554,0.00303598190373487,"Hp/Hbb-bt/Hba-a1",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0035456","GO:0035456","response to interferon-beta","3/14","56/23174",4.77419272847578e-06,0.00157548360039701,0.00101514413805485,"Ndufa13/Ifitm3/Ifitm2",3,"Adipose","Adipose_Endothelial_3","Endothelial_3","up"
"GO:0071248","GO:0071248","cellular response to metal ion","5/44","154/23174",1.06987092304941e-05,0.00730932177486037,0.00500467694623724,"Fabp4/Mt1/Mt2/Id2/Anxa5",5,"Adipose","Adipose_Fibroblast","Fibroblast","up"
"GO:0010038","GO:0010038","response to metal ion","6/44","269/23174",1.12798175537969e-05,0.00730932177486037,0.00500467694623724,"Fabp4/Mt1/Mt2/Id2/Anxa5/Cav1",6,"Adipose","Adipose_Fibroblast","Fibroblast","up"
"GO:00422731","GO:0042273","ribosomal large subunit biogenesis","7/79","80/23174",1.060944579737e-08,1.59459970334472e-05,1.27201671191626e-05,"Rpl10/Rpl14/Rpl11/Rpl26/Rpl6/Rplp0/Rpl12",7,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:00021812","GO:0002181","cytoplasmic translation","7/79","92/23174",2.83178977355927e-08,2.12809001482979e-05,1.69758344846527e-05,"Rpl15/Rps2/Rpl11/Rpl26/Rpl6/Rplp0/Rpl29",7,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:00422551","GO:0042255","ribosome assembly","6/79","71/23174",1.55345533876402e-07,6.08886998060033e-05,4.85710887551478e-05,"Rpl10/Rps2/Rpl11/Rpl6/Rplp0/Rpl12",6,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:00000271","GO:0000027","ribosomal large subunit assembly","5/79","37/23174",1.62045774600142e-07,6.08886998060033e-05,4.85710887551478e-05,"Rpl10/Rpl11/Rpl6/Rplp0/Rpl12",5,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0042254","GO:0042254","ribosome biogenesis","9/79","283/23174",5.18657374578165e-07,0.000155908406798196,0.000124368578872533,"Rpl10/Rps7/Rps2/Rpl14/Rpl11/Rpl26/Rpl6/Rplp0/Rpl12",9,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","4/79","25/23174",1.49828468934069e-06,0.000375320314679843,0.000299394080905096,"Ubb/Rps7/Rpl11/Rpl26",4,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","4/79","30/23174",3.2041486697629e-06,0.000670424309826513,0.000534799375909513,"Ubb/Rps7/Rpl11/Rpl26",4,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:20012441","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","5/79","68/23174",3.56845940027419e-06,0.000670424309826513,0.000534799375909513,"Ubb/Rps7/Rps3/Rpl11/Rpl26",5,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","5/79","77/23174",6.60376298345517e-06,0.00110282841823701,0.000879729361187771,"Ubb/Rps7/Rpl11/Rpl26/Hint1",5,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","9/79","427/23174",1.4816889440018e-05,0.0022269784828347,0.00177646706022953,"Rpl10/Rps7/Rps2/Rpl14/Rpl11/Rpl26/Rpl6/Rplp0/Rpl12",9,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","6/79","183/23174",3.85035983663176e-05,0.00522135071831995,0.00416508629629612,"Ubb/Rps7/Rps3/Rpl11/Rpl26/Ctsh",6,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0048245","GO:0048245","eosinophil chemotaxis","3/79","20/23174",4.168743088479e-05,0.00522135071831995,0.00416508629629612,"Ccl8/Ccl6/Lgals3",3,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0051187","GO:0051187","cofactor catabolic process","4/79","59/23174",4.93690189815489e-05,0.005707818117636,0.00455314272226593,"Blvrb/Hba-a1/Prdx1/Hmox1",4,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","7/79","292/23174",6.26792075408063e-05,0.00672906063813085,0.0053677907811262,"Ubb/Rps7/Rps3/Rpl11/Rpl26/Hint1/Hmox1",7,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0072677","GO:0072677","eosinophil migration","3/79","24/23174",7.32896235567888e-05,0.00734362028039024,0.00585802675306543,"Ccl8/Ccl6/Lgals3",3,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:20012331","GO:2001233","regulation of apoptotic signaling pathway","8/79","412/23174",8.08389920799136e-05,0.00759381281850689,0.00605760605125142,"Ubb/Rps7/Rps3/Rpl11/Rpl26/Ctsh/Lgals3/Hmox1",8,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","4/79","70/23174",9.66742839060439e-05,0.00829553636965382,0.00661737292085002,"Ubb/Rps7/Rpl11/Rpl26",4,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","5/79","135/23174",9.9347740953938e-05,0.00829553636965382,0.00661737292085002,"Ubb/Rps7/Rpl11/Rpl26/Hint1",5,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0034341","GO:0034341","response to interferon-gamma","5/79","137/23174",0.000106480545078496,0.00842317153963046,0.00671918785841587,"Ccl8/Ifitm2/Ccl6/Ifitm3/Capg",5,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","6/79","222/23174",0.000112118824114635,0.00842572963221485,0.00672122845613525,"Rpl10/Rps2/Rpl11/Rpl6/Rplp0/Rpl12",6,"Adipose","Adipose_Macrophage_1","Macrophage_1","up"
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","5/58","95/23174",4.01691202945067e-06,0.0027973175256615,0.00212903199690788,"Ftl1/Fth1/Mt1/Atp13a2/Slc11a1",5,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
"GO:0050792","GO:0050792","regulation of viral process","6/58","180/23174",5.84872302727325e-06,0.0027973175256615,0.00212903199690788,"Lgals1/Apoe/Ppib/Ifitm3/Ppia/Ifitm2",6,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
"GO:0043900","GO:0043900","regulation of multi-organism process","8/58","405/23174",7.2533054348201e-06,0.0027973175256615,0.00212903199690788,"Lgals1/Apoe/Pycard/Ppib/Ifitm3/Ppia/Ifitm2/Hpgds",8,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
"GO:0019058","GO:0019058","viral life cycle","6/58","198/23174",1.0086271106354e-05,0.0027973175256615,0.00212903199690788,"Lgals1/Apoe/Ppib/Ifitm3/Ppia/Ifitm2",6,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
"GO:0006879","GO:0006879","cellular iron ion homeostasis","4/58","57/23174",1.26375186050103e-05,0.0027973175256615,0.00212903199690788,"Ftl1/Fth1/Atp13a2/Slc11a1",4,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
"GO:0002577","GO:0002577","regulation of antigen processing and presentation","3/58","19/23174",1.40118127307058e-05,0.0027973175256615,0.00212903199690788,"Pycard/Cd68/Slc11a1",3,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
"GO:0055076","GO:0055076","transition metal ion homeostasis","5/58","126/23174",1.59609400383442e-05,0.0027973175256615,0.00212903199690788,"Ftl1/Fth1/Mt1/Atp13a2/Slc11a1",5,"Adipose","Adipose_Macrophage_2","Macrophage_2","up"
