"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:0007162","GO:0007162","negative regulation of cell adhesion","6/66","283/23174",0.000154617782082109,0.00882112781897111,0.00619864394653713,"Serpine2/Cyp1b1/Cdh13/Sema3e/Cd9/Enpp2",6,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0090130","GO:0090130","tissue migration","6/66","284/23174",0.0001576054239448,0.00882112781897111,0.00619864394653713,"Cyp1b1/Cdh13/Tgfbr3/Hspb1/Sparc/Enpp2",6,"Adipose","Adipose_Adipose_stem_cell","Adipose_stem_cell","up"
"GO:0071285","GO:0071285","cellular response to lithium ion","1/1","13/23174",0.000560973504789897,0.00819884353154572,NA,"Fabp4",1,"Adipose","Adipose_B_cell","B_cell","up"
"GO:0010226","GO:0010226","response to lithium ion","1/1","14/23174",0.000604125312850701,0.00819884353154572,NA,"Fabp4",1,"Adipose","Adipose_B_cell","B_cell","up"
"GO:0050872","GO:0050872","white fat cell differentiation","1/1","15/23174",0.000647277120911505,0.00819884353154572,NA,"Fabp4",1,"Adipose","Adipose_B_cell","B_cell","up"
"GO:0042632","GO:0042632","cholesterol homeostasis","3/9","85/23174",3.93718587553346e-06,0.000622001769282955,0.000231841901924277,"Fabp4/Lpl/Ehd1",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0055092","GO:0055092","sterol homeostasis","3/9","86/23174",4.07870012644561e-06,0.000622001769282955,0.000231841901924277,"Fabp4/Lpl/Ehd1",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0010885","GO:0010885","regulation of cholesterol storage","2/9","13/23174",1.04347393036241e-05,0.00106086516253512,0.00039542169992681,"Lpl/Ehd1",2,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0010878","GO:0010878","cholesterol storage","2/9","15/23174",1.40411067247879e-05,0.00107063438776508,0.000399063033230815,"Lpl/Ehd1",2,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0055088","GO:0055088","lipid homeostasis","3/9","141/23174",1.80317016031129e-05,0.00109993379778989,0.0004099839522392,"Fabp4/Lpl/Ehd1",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0010884","GO:0010884","positive regulation of lipid storage","2/9","22/23174",3.08469083998714e-05,0.00156805117699347,0.000584467738102827,"Lpl/Ehd1",2,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0010883","GO:0010883","regulation of lipid storage","2/9","42/23174",0.000114512526723795,0.00498947437867963,0.00185975231370975,"Lpl/Ehd1",2,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","2/9","61/23174",0.000242459038884354,0.0089646052469263,0.00334142318090782,"Lpl/Ehd1",2,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0019915","GO:0019915","lipid storage","2/9","68/23174",0.000301389718195025,0.0089646052469263,0.00334142318090782,"Lpl/Ehd1",2,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0010876","GO:0010876","lipid localization","3/9","366/23174",0.000305822039447342,0.0089646052469263,0.00334142318090782,"Fabp4/Lpl/Ehd1",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:00066311","GO:0006631","fatty acid metabolic process","3/9","373/23174",0.000323313631856358,0.0089646052469263,0.00334142318090782,"Fabp4/Lpl/Cyp2e1",3,"Adipose","Adipose_Endothelial_1","Endothelial_1","up"
"GO:0006936","GO:0006936","muscle contraction","5/21","288/23174",4.94966978971388e-06,0.0031803844798673,0.00188025614527122,"Tpm1/Myh11/Acta2/Tpm2/Flna",5,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:00170011","GO:0017001","antibiotic catabolic process","3/21","49/23174",1.15026630895866e-05,0.0031803844798673,0.00188025614527122,"Sult1e1/Hp/Hba-a1",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","5/21","345/23174",1.18818847317583e-05,0.0031803844798673,0.00188025614527122,"Tpm1/Clu/Flna/Dstn/Stmn2",5,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0003012","GO:0003012","muscle system process","5/21","391/23174",2.17061607184748e-05,0.0034807817267013,0.00205785221045066,"Tpm1/Myh11/Acta2/Tpm2/Flna",5,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0007015","GO:0007015","actin filament organization","5/21","400/23174",2.4209364768612e-05,0.0034807817267013,0.00205785221045066,"Tpm1/Trf/Tpm2/Flna/Dstn",5,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","4/21","195/23174",2.60083317063609e-05,0.0034807817267013,0.00205785221045066,"Tpm1/Flna/Dstn/Stmn2",4,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","4/21","218/23174",4.02113127085764e-05,0.00461281201499812,0.00272711308745383,"Tpm1/Flna/Dstn/Stmn2",4,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0070252","GO:0070252","actin-mediated cell contraction","3/21","86/23174",6.25313501851775e-05,0.00577507732212483,0.00341424902966284,"Tpm1/Acta2/Flna",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:1901879","GO:1901879","regulation of protein depolymerization","3/21","87/23174",6.47268940213243e-05,0.00577507732212483,0.00341424902966284,"Tpm1/Dstn/Stmn2",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:1901881","GO:1901881","positive regulation of protein depolymerization","2/21","16/23174",9.31372744393561e-05,0.0074789231374803,0.00442156955496312,"Dstn/Stmn2",2,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0030048","GO:0030048","actin filament-based movement","3/21","107/23174",0.00011980287817975,0.00814697771852603,0.00481652612054171,"Tpm1/Acta2/Flna",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0043244","GO:0043244","regulation of protein complex disassembly","3/21","113/23174",0.000140828291407799,0.00814697771852603,0.00481652612054171,"Tpm1/Dstn/Stmn2",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","3/21","113/23174",0.000140828291407799,0.00814697771852603,0.00481652612054171,"Trf/Cd24a/Flna",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0046677","GO:0046677","response to antibiotic","4/21","305/23174",0.000147542393585515,0.00814697771852603,0.00481652612054171,"Crip1/Aldh1a1/Hp/Clu",4,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:0051261","GO:0051261","protein depolymerization","3/21","116/23174",0.000152185137955032,0.00814697771852603,0.00481652612054171,"Tpm1/Dstn/Stmn2",3,"Adipose","Adipose_Endothelial_2","Endothelial_2","up"
"GO:00030121","GO:0003012","muscle system process","40/361","391/23174",3.37787329736993e-21,1.3440557850235e-17,8.61891039244707e-18,"Atp2a2/Igfbp5/Gucy1a1/Cav1/Nr4a3/Atp1a2/Rgs4/Tpm1/Errfi1/Myl6/Acta2/Flna/Sorbs2/Npy1r/Myh11/Mef2c/Cacna1g/Casq2/Grip2/Klf4/Scn4b/Pde4b/Notch1/Ednra/Lmna/Tpm2/Akap6/Myom1/Kcne4/Pln/Pdlim5/Cald1/Kcna5/Rock1/Rock2/Calcrl/Synm/P2rx1/Cacna1h/Tmem38b",40,"Adipose","Adipose_Fibroblast","Fibroblast","up"
"GO:0008015","GO:0008015","blood circulation","39/361","479/23174",3.16042642355808e-17,6.2876683696688e-14,4.03203876352883e-14,"Atp2a2/Ptp4a3/Epas1/Gucy1a1/Cav1/Atp1a2/Rgs4/Tpm1/Acta2/Flna/Nr2f2/Npy1r/Mgll/Olfr78/Cacna1g/Casq2/Abr/Grip2/Pde3a/Scn4b/Aoc3/Foxc1/Pde4b/Ednra/Akap6/Kcne4/Pln/Kcna5/Rock1/Hopx/Rock2/Itga1/Adcy6/Bcr/P2rx1/Gnao1/Ncald/Cacna1h/Tmem38b",39,"Adipose","Adipose_Fibroblast","Fibroblast","up"
"GO:0003013","GO:0003013","circulatory system process","39/361","489/23174",6.36828259600603e-17,8.44646548316934e-14,5.41639193428724e-14,"Atp2a2/Ptp4a3/Epas1/Gucy1a1/Cav1/Atp1a2/Rgs4/Tpm1/Acta2/Flna/Nr2f2/Npy1r/Mgll/Olfr78/Cacna1g/Casq2/Abr/Grip2/Pde3a/Scn4b/Aoc3/Foxc1/Pde4b/Ednra/Akap6/Kcne4/Pln/Kcna5/Rock1/Hopx/Rock2/Itga1/Adcy6/Bcr/P2rx1/Gnao1/Ncald/Cacna1h/Tmem38b",39,"Adipose","Adipose_Fibroblast","Fibroblast","up"
"GO:00300481","GO:0030048","actin filament-based movement","20/361","107/23174",2.92227694972528e-16,2.90693499573922e-13,1.86410508582476e-13,"Cav1/Atp1a2/Tpm1/Myl6/Acta2/Actn4/Flna/Cacna1g/Casq2/Myo1b/Scn4b/Pde4b/Akap6/Kcne4/Pln/Kcna5/Rock1/Myo1c/Syne2/Cacna1h",20,"Adipose","Adipose_Fibroblast","Fibroblast","up"
"GO:00069361","GO:0006936","muscle contraction","29/361","288/23174",1.79944288039038e-15,1.43199664421467e-12,9.18284114119218e-13,"Atp2a2/Gucy1a1/Cav1/Atp1a2/Tpm1/Myl6/Acta2/Flna/Npy1r/Myh11/Cacna1g/Casq2/Grip2/Scn4b/Pde4b/Ednra/Tpm2/Akap6/Myom1/Kcne4/Pln/Cald1/Kcna5/Rock2/Calcrl/Synm/P2rx1/Cacna1h/Tmem38b",29,"Adipose","Adipose_Fibroblast","Fibroblast","up"
